diseaseCode,diseaseName,originMunicipality,originUf,destMunicipality,destUf,travelType,admissions
G35,Esclerose Multipla,310540,MG,310620,MG,"Outro municipio, mesma UF",7
G35,Esclerose Multipla,310560,MG,310560,MG,Mesmo municipio,2
G35,Esclerose Multipla,310560,MG,315250,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,310590,MG,310560,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,310620,MG,310620,MG,Mesmo municipio,816
G35,Esclerose Multipla,310670,MG,310620,MG,"Outro municipio, mesma UF",42
G35,Esclerose Multipla,310680,MG,313670,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,310680,MG,313860,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,310740,MG,310620,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,310740,MG,310740,MG,Mesmo municipio,2
G35,Esclerose Multipla,310750,MG,313670,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,310830,MG,315250,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,310860,MG,314330,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,310900,MG,310620,MG,"Outro municipio, mesma UF",9
G35,Esclerose Multipla,310945,MG,530010,DF,Outra UF,1
G35,Esclerose Multipla,311000,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,311060,MG,311060,MG,Mesmo municipio,6
G35,Esclerose Multipla,311120,MG,314560,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,311150,MG,317010,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,311170,MG,310620,MG,"Outro municipio, mesma UF",10
G35,Esclerose Multipla,311205,MG,310620,MG,"Outro municipio, mesma UF",6
G35,Esclerose Multipla,311230,MG,310620,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,311320,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,311340,MG,310620,MG,"Outro municipio, mesma UF",25
G35,Esclerose Multipla,311420,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,311530,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,311535,MG,310620,MG,"Outro municipio, mesma UF",12
G35,Esclerose Multipla,311550,MG,311550,MG,Mesmo municipio,1
G35,Esclerose Multipla,311650,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,311680,MG,311680,MG,Mesmo municipio,1
G35,Esclerose Multipla,311750,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,311787,MG,310620,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,311800,MG,310620,MG,"Outro municipio, mesma UF",15
G35,Esclerose Multipla,311830,MG,314610,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,311840,MG,312770,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,311860,MG,310620,MG,"Outro municipio, mesma UF",169
G35,Esclerose Multipla,311860,MG,311860,MG,Mesmo municipio,2
G35,Esclerose Multipla,311870,MG,317070,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,311930,MG,311930,MG,Mesmo municipio,1
G35,Esclerose Multipla,311930,MG,317020,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,311940,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,311940,MG,311940,MG,Mesmo municipio,3
G35,Esclerose Multipla,311960,MG,313670,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,311990,MG,315250,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,312040,MG,310620,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,312090,MG,310620,MG,"Outro municipio, mesma UF",12
G35,Esclerose Multipla,312090,MG,312090,MG,Mesmo municipio,1
G35,Esclerose Multipla,312140,MG,310620,MG,"Outro municipio, mesma UF",8
G35,Esclerose Multipla,312160,MG,312160,MG,Mesmo municipio,2
G35,Esclerose Multipla,312230,MG,310620,MG,"Outro municipio, mesma UF",17
G35,Esclerose Multipla,312320,MG,310620,MG,"Outro municipio, mesma UF",13
G35,Esclerose Multipla,312400,MG,314390,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,312410,MG,310620,MG,"Outro municipio, mesma UF",7
G35,Esclerose Multipla,312410,MG,312410,MG,Mesmo municipio,1
G35,Esclerose Multipla,312420,MG,311330,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,312420,MG,320530,ES,Outra UF,1
G35,Esclerose Multipla,312430,MG,314330,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,312450,MG,315250,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,312490,MG,314390,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,312595,MG,312595,MG,Mesmo municipio,1
G35,Esclerose Multipla,312610,MG,310620,MG,"Outro municipio, mesma UF",5
G35,Esclerose Multipla,312610,MG,314560,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,312690,MG,312770,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,312707,MG,314330,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,312710,MG,317010,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,312760,MG,312160,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,312770,MG,312770,MG,Mesmo municipio,1
G35,Esclerose Multipla,312810,MG,312810,MG,Mesmo municipio,1
G35,Esclerose Multipla,312870,MG,310620,MG,"Outro municipio, mesma UF",6
G35,Esclerose Multipla,312870,MG,312870,MG,Mesmo municipio,1
G35,Esclerose Multipla,312920,MG,315250,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,312980,MG,310620,MG,"Outro municipio, mesma UF",11
G35,Esclerose Multipla,312990,MG,315250,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,313010,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,313100,MG,310620,MG,"Outro municipio, mesma UF",6
G35,Esclerose Multipla,313110,MG,310620,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,313130,MG,310620,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,313150,MG,315250,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,313170,MG,310620,MG,"Outro municipio, mesma UF",22
G35,Esclerose Multipla,313170,MG,313170,MG,Mesmo municipio,1
G35,Esclerose Multipla,313190,MG,310620,MG,"Outro municipio, mesma UF",17
G35,Esclerose Multipla,313220,MG,310620,MG,"Outro municipio, mesma UF",9
G35,Esclerose Multipla,313270,MG,310620,MG,"Outro municipio, mesma UF",4
G35,Esclerose Multipla,313330,MG,310620,MG,"Outro municipio, mesma UF",7
G35,Esclerose Multipla,313350,MG,310620,MG,"Outro municipio, mesma UF",10
G35,Esclerose Multipla,313370,MG,310620,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,313430,MG,313820,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,313460,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,313490,MG,315250,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,313510,MG,310620,MG,"Outro municipio, mesma UF",6
G35,Esclerose Multipla,313520,MG,314330,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,313580,MG,310620,MG,"Outro municipio, mesma UF",7
G35,Esclerose Multipla,313620,MG,310620,MG,"Outro municipio, mesma UF",48
G35,Esclerose Multipla,313620,MG,313620,MG,Mesmo municipio,2
G35,Esclerose Multipla,313665,MG,310620,MG,"Outro municipio, mesma UF",12
G35,Esclerose Multipla,313665,MG,313380,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,313670,MG,313670,MG,Mesmo municipio,10
G35,Esclerose Multipla,313720,MG,310620,MG,"Outro municipio, mesma UF",6
G35,Esclerose Multipla,313760,MG,310620,MG,"Outro municipio, mesma UF",21
G35,Esclerose Multipla,313770,MG,310620,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,313820,MG,310620,MG,"Outro municipio, mesma UF",10
G35,Esclerose Multipla,313820,MG,313820,MG,Mesmo municipio,2
G35,Esclerose Multipla,313840,MG,313670,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,313860,MG,313670,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,313910,MG,313670,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,313920,MG,310620,MG,"Outro municipio, mesma UF",7
G35,Esclerose Multipla,313930,MG,310620,MG,"Outro municipio, mesma UF",6
G35,Esclerose Multipla,313940,MG,310620,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,313970,MG,310620,MG,"Outro municipio, mesma UF",11
G35,Esclerose Multipla,313990,MG,313240,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,314000,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,314015,MG,310620,MG,"Outro municipio, mesma UF",12
G35,Esclerose Multipla,314080,MG,313670,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,314110,MG,310620,MG,"Outro municipio, mesma UF",4
G35,Esclerose Multipla,314260,MG,310620,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,314260,MG,315250,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,314330,MG,291170,BA,Outra UF,1
G35,Esclerose Multipla,314330,MG,310620,MG,"Outro municipio, mesma UF",12
G35,Esclerose Multipla,314330,MG,314330,MG,Mesmo municipio,1
G35,Esclerose Multipla,314390,MG,314390,MG,Mesmo municipio,7
G35,Esclerose Multipla,314450,MG,313820,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,314460,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,314480,MG,310620,MG,"Outro municipio, mesma UF",13
G35,Esclerose Multipla,314500,MG,317020,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,314505,MG,313510,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,314520,MG,310620,MG,"Outro municipio, mesma UF",13
G35,Esclerose Multipla,314520,MG,314520,MG,Mesmo municipio,1
G35,Esclerose Multipla,314560,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,314570,MG,316070,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,314600,MG,314600,MG,Mesmo municipio,1
G35,Esclerose Multipla,314610,MG,310620,MG,"Outro municipio, mesma UF",8
G35,Esclerose Multipla,314610,MG,314610,MG,Mesmo municipio,3
G35,Esclerose Multipla,314650,MG,310620,MG,"Outro municipio, mesma UF",23
G35,Esclerose Multipla,314690,MG,310620,MG,"Outro municipio, mesma UF",6
G35,Esclerose Multipla,314700,MG,314700,MG,Mesmo municipio,1
G35,Esclerose Multipla,314710,MG,310620,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,314710,MG,314710,MG,Mesmo municipio,1
G35,Esclerose Multipla,314740,MG,310620,MG,"Outro municipio, mesma UF",19
G35,Esclerose Multipla,314790,MG,310620,MG,"Outro municipio, mesma UF",22
G35,Esclerose Multipla,314790,MG,314790,MG,Mesmo municipio,8
G35,Esclerose Multipla,314800,MG,314800,MG,Mesmo municipio,1
G35,Esclerose Multipla,314830,MG,310620,MG,"Outro municipio, mesma UF",4
G35,Esclerose Multipla,314890,MG,310620,MG,"Outro municipio, mesma UF",8
G35,Esclerose Multipla,314930,MG,310620,MG,"Outro municipio, mesma UF",14
G35,Esclerose Multipla,314990,MG,314990,MG,Mesmo municipio,1
G35,Esclerose Multipla,315015,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,315040,MG,310620,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,315060,MG,310620,MG,"Outro municipio, mesma UF",10
G35,Esclerose Multipla,315080,MG,310620,MG,"Outro municipio, mesma UF",12
G35,Esclerose Multipla,315090,MG,313240,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,315120,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,315150,MG,315150,MG,Mesmo municipio,2
G35,Esclerose Multipla,315180,MG,315180,MG,Mesmo municipio,2
G35,Esclerose Multipla,315250,MG,315250,MG,Mesmo municipio,13
G35,Esclerose Multipla,315300,MG,317010,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,315310,MG,313670,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,315420,MG,310620,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,315460,MG,310620,MG,"Outro municipio, mesma UF",40
G35,Esclerose Multipla,315480,MG,310620,MG,"Outro municipio, mesma UF",11
G35,Esclerose Multipla,315580,MG,313670,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,315580,MG,315580,MG,Mesmo municipio,1
G35,Esclerose Multipla,315670,MG,310620,MG,"Outro municipio, mesma UF",17
G35,Esclerose Multipla,315680,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,315680,MG,315680,MG,Mesmo municipio,1
G35,Esclerose Multipla,315720,MG,310620,MG,"Outro municipio, mesma UF",11
G35,Esclerose Multipla,315730,MG,310560,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,315730,MG,313670,MG,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,315733,MG,316250,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,315780,MG,310620,MG,"Outro municipio, mesma UF",48
G35,Esclerose Multipla,315810,MG,310620,MG,"Outro municipio, mesma UF",8
G35,Esclerose Multipla,315820,MG,310620,MG,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,315850,MG,310620,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,315960,MG,315250,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,315990,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,316010,MG,310620,MG,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,316040,MG,316040,MG,Mesmo municipio,1
G35,Esclerose Multipla,316100,MG,310620,MG,"Outro municipio, mesma UF",10
G35,Esclerose Multipla,316110,MG,316110,MG,Mesmo municipio,1
G35,Esclerose Multipla,316150,MG,310620,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,316170,MG,317020,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,316210,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,316210,MG,316210,MG,Mesmo municipio,1
G35,Esclerose Multipla,316250,MG,316250,MG,Mesmo municipio,4
G35,Esclerose Multipla,316295,MG,310620,MG,"Outro municipio, mesma UF",9
G35,Esclerose Multipla,316420,MG,310620,MG,"Outro municipio, mesma UF",6
G35,Esclerose Multipla,316443,MG,314390,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,316470,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,316530,MG,310490,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,316553,MG,310620,MG,"Outro municipio, mesma UF",11
G35,Esclerose Multipla,316620,MG,310560,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,316720,MG,310620,MG,"Outro municipio, mesma UF",48
G35,Esclerose Multipla,316720,MG,316720,MG,Mesmo municipio,3
G35,Esclerose Multipla,316810,MG,310400,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,316860,MG,316860,MG,Mesmo municipio,1
G35,Esclerose Multipla,316935,MG,310620,MG,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,316940,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,316940,MG,316940,MG,Mesmo municipio,3
G35,Esclerose Multipla,316970,MG,310620,MG,"Outro municipio, mesma UF",8
G35,Esclerose Multipla,316970,MG,312160,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,316980,MG,315250,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,316990,MG,316990,MG,Mesmo municipio,1
G35,Esclerose Multipla,317000,MG,355030,SP,Outra UF,12
G35,Esclerose Multipla,317010,MG,317010,MG,Mesmo municipio,6
G35,Esclerose Multipla,317020,MG,317020,MG,Mesmo municipio,13
G35,Esclerose Multipla,317070,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,317070,MG,317070,MG,Mesmo municipio,2
G35,Esclerose Multipla,317070,MG,355030,SP,Outra UF,2
G35,Esclerose Multipla,317080,MG,317080,MG,Mesmo municipio,1
G35,Esclerose Multipla,317107,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,317120,MG,310620,MG,"Outro municipio, mesma UF",26
G35,Esclerose Multipla,317130,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,317130,MG,317130,MG,Mesmo municipio,2
G35,Esclerose Multipla,317180,MG,310620,MG,"Outro municipio, mesma UF",9
G35,Esclerose Multipla,317200,MG,310620,MG,"Outro municipio, mesma UF",4
G35,Esclerose Multipla,317200,MG,313670,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,320040,ES,320500,ES,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,320040,ES,320530,ES,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,320060,ES,320060,ES,Mesmo municipio,2
G35,Esclerose Multipla,320060,ES,320500,ES,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,320120,ES,320120,ES,Mesmo municipio,1
G35,Esclerose Multipla,320120,ES,320530,ES,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,320130,ES,320530,ES,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,320150,ES,320150,ES,Mesmo municipio,4
G35,Esclerose Multipla,320225,ES,320080,ES,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,320230,ES,320120,ES,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,320320,ES,320320,ES,Mesmo municipio,2
G35,Esclerose Multipla,320330,ES,320090,ES,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,320340,ES,320530,ES,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,320420,ES,320530,ES,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,320440,ES,320120,ES,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,320450,ES,320450,ES,Mesmo municipio,1
G35,Esclerose Multipla,320465,ES,320150,ES,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,320500,ES,320500,ES,Mesmo municipio,2
G35,Esclerose Multipla,320500,ES,320530,ES,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,320506,ES,320506,ES,Mesmo municipio,1
G35,Esclerose Multipla,320520,ES,320530,ES,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,320530,ES,320500,ES,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,330023,RJ,330455,RJ,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,330040,RJ,330040,RJ,Mesmo municipio,11
G35,Esclerose Multipla,330050,RJ,330050,RJ,Mesmo municipio,1
G35,Esclerose Multipla,330100,RJ,330100,RJ,Mesmo municipio,2
G35,Esclerose Multipla,330170,RJ,330170,RJ,Mesmo municipio,2
G35,Esclerose Multipla,330170,RJ,330455,RJ,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,330190,RJ,330330,RJ,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,330220,RJ,330220,RJ,Mesmo municipio,2
G35,Esclerose Multipla,330225,RJ,330225,RJ,Mesmo municipio,1
G35,Esclerose Multipla,330240,RJ,330455,RJ,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,330250,RJ,330455,RJ,"Outro municipio, mesma UF",8
G35,Esclerose Multipla,330270,RJ,330270,RJ,Mesmo municipio,1
G35,Esclerose Multipla,330270,RJ,330490,RJ,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,330290,RJ,330455,RJ,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,330320,RJ,330455,RJ,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,330330,RJ,330330,RJ,Mesmo municipio,5
G35,Esclerose Multipla,330330,RJ,330455,RJ,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,330340,RJ,330340,RJ,Mesmo municipio,1
G35,Esclerose Multipla,330350,RJ,330455,RJ,"Outro municipio, mesma UF",39
G35,Esclerose Multipla,330370,RJ,330370,RJ,Mesmo municipio,4
G35,Esclerose Multipla,330390,RJ,330390,RJ,Mesmo municipio,1
G35,Esclerose Multipla,330390,RJ,330600,RJ,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,330410,RJ,330220,RJ,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,330411,RJ,330411,RJ,Mesmo municipio,1
G35,Esclerose Multipla,330412,RJ,330412,RJ,Mesmo municipio,1
G35,Esclerose Multipla,330414,RJ,330455,RJ,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,330420,RJ,330420,RJ,Mesmo municipio,1
G35,Esclerose Multipla,330452,RJ,330452,RJ,Mesmo municipio,1
G35,Esclerose Multipla,330455,RJ,330455,RJ,Mesmo municipio,294
G35,Esclerose Multipla,330470,RJ,330470,RJ,Mesmo municipio,2
G35,Esclerose Multipla,330490,RJ,330330,RJ,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,330490,RJ,330455,RJ,"Outro municipio, mesma UF",28
G35,Esclerose Multipla,330510,RJ,330455,RJ,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,330513,RJ,330220,RJ,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,330550,RJ,330455,RJ,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,330550,RJ,330550,RJ,Mesmo municipio,1
G35,Esclerose Multipla,330555,RJ,330455,RJ,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,330560,RJ,330455,RJ,"Outro municipio, mesma UF",9
G35,Esclerose Multipla,330575,RJ,330455,RJ,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,330580,RJ,330455,RJ,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,330580,RJ,330580,RJ,Mesmo municipio,1
G35,Esclerose Multipla,330610,RJ,330610,RJ,Mesmo municipio,1
G35,Esclerose Multipla,330620,RJ,330620,RJ,Mesmo municipio,2
G35,Esclerose Multipla,330630,RJ,330630,RJ,Mesmo municipio,6
G35,Esclerose Multipla,350120,SP,354980,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350130,SP,354140,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350160,SP,350950,SP,"Outro municipio, mesma UF",5
G35,Esclerose Multipla,350160,SP,354340,SP,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,350170,SP,350320,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350190,SP,350950,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350210,SP,350210,SP,Mesmo municipio,2
G35,Esclerose Multipla,350210,SP,354340,SP,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,350210,SP,354980,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350275,SP,355030,SP,"Outro municipio, mesma UF",9
G35,Esclerose Multipla,350275,SP,355220,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350280,SP,350280,SP,Mesmo municipio,7
G35,Esclerose Multipla,350280,SP,354340,SP,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,350280,SP,355030,SP,"Outro municipio, mesma UF",12
G35,Esclerose Multipla,350320,SP,350170,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350320,SP,350320,SP,Mesmo municipio,1
G35,Esclerose Multipla,350320,SP,354340,SP,"Outro municipio, mesma UF",4
G35,Esclerose Multipla,350330,SP,350330,SP,Mesmo municipio,1
G35,Esclerose Multipla,350330,SP,350950,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350330,SP,353070,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350330,SP,354340,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350330,SP,355030,SP,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,350390,SP,355030,SP,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,350400,SP,350400,SP,Mesmo municipio,1
G35,Esclerose Multipla,350410,SP,350950,SP,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,350410,SP,353440,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350410,SP,355030,SP,"Outro municipio, mesma UF",12
G35,Esclerose Multipla,350440,SP,352710,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350450,SP,350450,SP,Mesmo municipio,1
G35,Esclerose Multipla,350450,SP,350750,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350520,SP,350750,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350530,SP,350750,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350560,SP,354340,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350570,SP,350570,SP,Mesmo municipio,6
G35,Esclerose Multipla,350570,SP,355030,SP,"Outro municipio, mesma UF",87
G35,Esclerose Multipla,350590,SP,354340,SP,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,350600,SP,350600,SP,Mesmo municipio,3
G35,Esclerose Multipla,350600,SP,350750,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350610,SP,355030,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350650,SP,350280,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350650,SP,350650,SP,Mesmo municipio,3
G35,Esclerose Multipla,350660,SP,355030,SP,"Outro municipio, mesma UF",12
G35,Esclerose Multipla,350750,SP,350750,SP,Mesmo municipio,2
G35,Esclerose Multipla,350760,SP,350760,SP,Mesmo municipio,1
G35,Esclerose Multipla,350780,SP,354340,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350870,SP,350870,SP,Mesmo municipio,9
G35,Esclerose Multipla,350870,SP,354340,SP,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,350900,SP,355030,SP,"Outro municipio, mesma UF",17
G35,Esclerose Multipla,350920,SP,355030,SP,"Outro municipio, mesma UF",21
G35,Esclerose Multipla,350925,SP,353620,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350925,SP,355030,SP,"Outro municipio, mesma UF",7
G35,Esclerose Multipla,350940,SP,354340,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,350950,SP,350950,SP,Mesmo municipio,29
G35,Esclerose Multipla,350970,SP,350970,SP,Mesmo municipio,1
G35,Esclerose Multipla,351000,SP,352900,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,351060,SP,355030,SP,"Outro municipio, mesma UF",47
G35,Esclerose Multipla,351080,SP,353070,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,351110,SP,351110,SP,Mesmo municipio,8
G35,Esclerose Multipla,351110,SP,354980,SP,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,351150,SP,355030,SP,"Outro municipio, mesma UF",4
G35,Esclerose Multipla,351200,SP,350550,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,351250,SP,354980,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,351300,SP,351300,SP,Mesmo municipio,1
G35,Esclerose Multipla,351300,SP,355030,SP,"Outro municipio, mesma UF",76
G35,Esclerose Multipla,351310,SP,354340,SP,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,351340,SP,351340,SP,Mesmo municipio,2
G35,Esclerose Multipla,351350,SP,351350,SP,Mesmo municipio,1
G35,Esclerose Multipla,351350,SP,355030,SP,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,351380,SP,351380,SP,Mesmo municipio,2
