diseaseCode,diseaseName,originMunicipality,originUf,destMunicipality,destUf,travelType,admissions
G122,Esclerose Lateral Amiotrofica,431780,RS,430020,RS,"Outro municipio, mesma UF",8
G122,Esclerose Lateral Amiotrofica,431800,RS,431800,RS,Mesmo municipio,1
G122,Esclerose Lateral Amiotrofica,431810,RS,431810,RS,Mesmo municipio,1
G122,Esclerose Lateral Amiotrofica,431870,RS,431340,RS,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,431870,RS,431870,RS,Mesmo municipio,1
G122,Esclerose Lateral Amiotrofica,431910,RS,431720,RS,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,432010,RS,432010,RS,Mesmo municipio,1
G122,Esclerose Lateral Amiotrofica,432100,RS,431410,RS,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,432160,RS,432160,RS,Mesmo municipio,1
G122,Esclerose Lateral Amiotrofica,432300,RS,431490,RS,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,500270,MS,500270,MS,Mesmo municipio,7
G122,Esclerose Lateral Amiotrofica,500295,MS,500270,MS,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,500320,MS,500270,MS,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,500720,MS,500370,MS,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,500769,MS,500270,MS,"Outro municipio, mesma UF",3
G122,Esclerose Lateral Amiotrofica,500830,MS,500270,MS,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,500830,MS,500830,MS,Mesmo municipio,2
G122,Esclerose Lateral Amiotrofica,510025,MT,510340,MT,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,510170,MT,510340,MT,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,510267,MT,510267,MT,Mesmo municipio,1
G122,Esclerose Lateral Amiotrofica,510320,MT,510320,MT,Mesmo municipio,1
G122,Esclerose Lateral Amiotrofica,510340,MT,510340,MT,Mesmo municipio,1
G122,Esclerose Lateral Amiotrofica,510562,MT,510562,MT,Mesmo municipio,1
G122,Esclerose Lateral Amiotrofica,510760,MT,510760,MT,Mesmo municipio,1
G122,Esclerose Lateral Amiotrofica,520140,GO,520140,GO,Mesmo municipio,1
G122,Esclerose Lateral Amiotrofica,520140,GO,520870,GO,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,520170,GO,520170,GO,Mesmo municipio,1
G122,Esclerose Lateral Amiotrofica,520410,GO,520410,GO,Mesmo municipio,1
G122,Esclerose Lateral Amiotrofica,520440,GO,520870,GO,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,520510,GO,520870,GO,"Outro municipio, mesma UF",2
G122,Esclerose Lateral Amiotrofica,520760,GO,520870,GO,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,520860,GO,520870,GO,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,520870,GO,520870,GO,Mesmo municipio,9
G122,Esclerose Lateral Amiotrofica,520910,GO,521150,GO,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,521015,GO,520870,GO,"Outro municipio, mesma UF",3
G122,Esclerose Lateral Amiotrofica,521150,GO,520870,GO,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,521250,GO,521250,GO,Mesmo municipio,1
G122,Esclerose Lateral Amiotrofica,521370,GO,520870,GO,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,521440,GO,520870,GO,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,521450,GO,521450,GO,Mesmo municipio,2
G122,Esclerose Lateral Amiotrofica,521570,GO,520870,GO,"Outro municipio, mesma UF",3
G122,Esclerose Lateral Amiotrofica,521710,GO,520870,GO,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,521730,GO,520870,GO,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,521850,GO,521850,GO,Mesmo municipio,3
G122,Esclerose Lateral Amiotrofica,521880,GO,521880,GO,Mesmo municipio,1
G122,Esclerose Lateral Amiotrofica,522060,GO,520870,GO,"Outro municipio, mesma UF",1
G122,Esclerose Lateral Amiotrofica,522185,GO,530010,DF,Outra UF,1
G122,Esclerose Lateral Amiotrofica,530010,DF,530010,DF,Mesmo municipio,10
G35,Esclerose Multipla,110011,RO,110011,RO,Mesmo municipio,5
G35,Esclerose Multipla,110012,RO,110004,RO,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,110012,RO,110020,RO,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,110020,RO,110020,RO,Mesmo municipio,3
G35,Esclerose Multipla,110030,RO,110030,RO,Mesmo municipio,2
G35,Esclerose Multipla,110037,RO,110004,RO,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,110037,RO,110037,RO,Mesmo municipio,2
G35,Esclerose Multipla,120040,AC,120040,AC,Mesmo municipio,2
G35,Esclerose Multipla,130180,AM,130180,AM,Mesmo municipio,1
G35,Esclerose Multipla,130250,AM,130250,AM,Mesmo municipio,2
G35,Esclerose Multipla,130260,AM,130260,AM,Mesmo municipio,9
G35,Esclerose Multipla,130280,AM,130280,AM,Mesmo municipio,1
G35,Esclerose Multipla,130340,AM,130260,AM,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,130350,AM,130350,AM,Mesmo municipio,1
G35,Esclerose Multipla,130353,AM,130260,AM,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,140010,RR,140010,RR,Mesmo municipio,7
G35,Esclerose Multipla,150040,PA,150040,PA,Mesmo municipio,1
G35,Esclerose Multipla,150080,PA,150140,PA,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,150110,PA,150140,PA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,150130,PA,150140,PA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,150140,PA,150140,PA,Mesmo municipio,6
G35,Esclerose Multipla,150150,PA,150140,PA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,150157,PA,150140,PA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,150210,PA,150140,PA,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,150220,PA,150140,PA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,150320,PA,150140,PA,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,150345,PA,150345,PA,Mesmo municipio,1
G35,Esclerose Multipla,150420,PA,150140,PA,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,150420,PA,150420,PA,Mesmo municipio,1
G35,Esclerose Multipla,150460,PA,150140,PA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,150506,PA,150140,PA,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,150550,PA,150550,PA,Mesmo municipio,1
G35,Esclerose Multipla,150553,PA,150553,PA,Mesmo municipio,1
G35,Esclerose Multipla,150620,PA,150620,PA,Mesmo municipio,1
G35,Esclerose Multipla,150635,PA,150140,PA,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,150680,PA,150680,PA,Mesmo municipio,2
G35,Esclerose Multipla,150746,PA,150140,PA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,160030,AP,160030,AP,Mesmo municipio,2
G35,Esclerose Multipla,160060,AP,160030,AP,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,170210,TO,170210,TO,Mesmo municipio,4
G35,Esclerose Multipla,170510,TO,172100,TO,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,170510,TO,520870,GO,Outra UF,1
G35,Esclerose Multipla,170820,TO,170950,TO,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,170950,TO,170950,TO,Mesmo municipio,1
G35,Esclerose Multipla,172100,TO,172100,TO,Mesmo municipio,1
G35,Esclerose Multipla,172100,TO,354340,SP,Outra UF,2
G35,Esclerose Multipla,210005,MA,210005,MA,Mesmo municipio,1
G35,Esclerose Multipla,210060,MA,211130,MA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,210250,MA,210250,MA,Mesmo municipio,1
G35,Esclerose Multipla,210250,MA,211130,MA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,210350,MA,211130,MA,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,210405,MA,210530,MA,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,210420,MA,210420,MA,Mesmo municipio,2
G35,Esclerose Multipla,210465,MA,211130,MA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,210530,MA,211130,MA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,210550,MA,211130,MA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,210710,MA,210710,MA,Mesmo municipio,1
G35,Esclerose Multipla,210810,MA,210810,MA,Mesmo municipio,3
G35,Esclerose Multipla,210860,MA,210860,MA,Mesmo municipio,7
G35,Esclerose Multipla,210960,MA,211130,MA,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,211120,MA,211130,MA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,211130,MA,211130,MA,Mesmo municipio,1
G35,Esclerose Multipla,220202,PI,221100,PI,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,220253,PI,221100,PI,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,220323,PI,221100,PI,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,220465,PI,220770,PI,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,220557,PI,221100,PI,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,220560,PI,221100,PI,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,220585,PI,221100,PI,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,220750,PI,221100,PI,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,220770,PI,220770,PI,Mesmo municipio,2
G35,Esclerose Multipla,220830,PI,221100,PI,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,220840,PI,221100,PI,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,221100,PI,221100,PI,Mesmo municipio,20
G35,Esclerose Multipla,230040,CE,231330,CE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,230190,CE,230440,CE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,230190,CE,230730,CE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,230250,CE,230190,CE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,230250,CE,230250,CE,Mesmo municipio,1
G35,Esclerose Multipla,230420,CE,230730,CE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,230440,CE,230440,CE,Mesmo municipio,22
G35,Esclerose Multipla,230440,CE,355030,SP,Outra UF,11
G35,Esclerose Multipla,230540,CE,230540,CE,Mesmo municipio,1
G35,Esclerose Multipla,230625,CE,230440,CE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,230730,CE,230730,CE,Mesmo municipio,1
G35,Esclerose Multipla,230750,CE,230730,CE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,230763,CE,230440,CE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,230770,CE,230440,CE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,230880,CE,231290,CE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,230890,CE,231290,CE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,231010,CE,230440,CE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,231180,CE,231180,CE,Mesmo municipio,1
G35,Esclerose Multipla,231220,CE,231290,CE,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,231290,CE,231290,CE,Mesmo municipio,6
G35,Esclerose Multipla,231330,CE,230440,CE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,231340,CE,231290,CE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,231410,CE,230440,CE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,240100,RN,240100,RN,Mesmo municipio,13
G35,Esclerose Multipla,240110,RN,240800,RN,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,240120,RN,240810,RN,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,240270,RN,240810,RN,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,240310,RN,240310,RN,Mesmo municipio,1
G35,Esclerose Multipla,240310,RN,240810,RN,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,240370,RN,240100,RN,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,240720,RN,240720,RN,Mesmo municipio,2
G35,Esclerose Multipla,240800,RN,240800,RN,Mesmo municipio,3
G35,Esclerose Multipla,240810,RN,240810,RN,Mesmo municipio,6
G35,Esclerose Multipla,240830,RN,240810,RN,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,241240,RN,240810,RN,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,241255,RN,240810,RN,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,241270,RN,240810,RN,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,250040,PB,251370,PB,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,250090,PB,251370,PB,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,250140,PB,251370,PB,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,250180,PB,251370,PB,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,250320,PB,251370,PB,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,250400,PB,250400,PB,Mesmo municipio,2
G35,Esclerose Multipla,250400,PB,251370,PB,"Outro municipio, mesma UF",6
G35,Esclerose Multipla,250490,PB,251370,PB,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,250700,PB,250700,PB,Mesmo municipio,1
G35,Esclerose Multipla,250710,PB,251370,PB,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,250750,PB,250750,PB,Mesmo municipio,2
G35,Esclerose Multipla,250750,PB,251370,PB,"Outro municipio, mesma UF",19
G35,Esclerose Multipla,250790,PB,251370,PB,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,250890,PB,251370,PB,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,250970,PB,251370,PB,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,251065,PB,251370,PB,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,251120,PB,251370,PB,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,251150,PB,251370,PB,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,251200,PB,251370,PB,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,251210,PB,251370,PB,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,251270,PB,251370,PB,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,251370,PB,251370,PB,Mesmo municipio,2
G35,Esclerose Multipla,251580,PB,250750,PB,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,251620,PB,251370,PB,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,251630,PB,251370,PB,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,251670,PB,251370,PB,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,251690,PB,251370,PB,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,260005,PE,261160,PE,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,260010,PE,261160,PE,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,260080,PE,261160,PE,"Outro municipio, mesma UF",8
G35,Esclerose Multipla,260170,PE,260410,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,260170,PE,261160,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,260190,PE,261160,PE,"Outro municipio, mesma UF",10
G35,Esclerose Multipla,260210,PE,260210,PE,Mesmo municipio,1
G35,Esclerose Multipla,260210,PE,260410,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,260290,PE,261160,PE,"Outro municipio, mesma UF",8
G35,Esclerose Multipla,260310,PE,261160,PE,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,260345,PE,261160,PE,"Outro municipio, mesma UF",5
G35,Esclerose Multipla,260400,PE,261160,PE,"Outro municipio, mesma UF",10
G35,Esclerose Multipla,260410,PE,260410,PE,Mesmo municipio,6
G35,Esclerose Multipla,260410,PE,261160,PE,"Outro municipio, mesma UF",53
G35,Esclerose Multipla,260460,PE,261160,PE,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,260510,PE,261160,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,260540,PE,261160,PE,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,260600,PE,261160,PE,"Outro municipio, mesma UF",7
G35,Esclerose Multipla,260610,PE,261160,PE,"Outro municipio, mesma UF",9
G35,Esclerose Multipla,260640,PE,260410,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,260660,PE,261160,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,260680,PE,261160,PE,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,260720,PE,261160,PE,"Outro municipio, mesma UF",7
G35,Esclerose Multipla,260760,PE,261160,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,260775,PE,261160,PE,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,260780,PE,261160,PE,"Outro municipio, mesma UF",7
G35,Esclerose Multipla,260790,PE,261160,PE,"Outro municipio, mesma UF",41
G35,Esclerose Multipla,260805,PE,261160,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,260825,PE,261160,PE,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,260860,PE,261160,PE,"Outro municipio, mesma UF",5
G35,Esclerose Multipla,260890,PE,261160,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,260940,PE,261160,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,260960,PE,261160,PE,"Outro municipio, mesma UF",28
G35,Esclerose Multipla,260990,PE,261160,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,261010,PE,260410,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,261070,PE,261160,PE,"Outro municipio, mesma UF",28
G35,Esclerose Multipla,261080,PE,260410,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,261100,PE,261160,PE,"Outro municipio, mesma UF",10
G35,Esclerose Multipla,261110,PE,261110,PE,Mesmo municipio,4
G35,Esclerose Multipla,261110,PE,261160,PE,"Outro municipio, mesma UF",13
G35,Esclerose Multipla,261160,PE,261160,PE,Mesmo municipio,157
G35,Esclerose Multipla,261220,PE,261160,PE,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,261240,PE,261160,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,261247,PE,261160,PE,"Outro municipio, mesma UF",7
G35,Esclerose Multipla,261250,PE,261160,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,261300,PE,260410,PE,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,261390,PE,261160,PE,"Outro municipio, mesma UF",11
G35,Esclerose Multipla,261390,PE,261390,PE,Mesmo municipio,3
G35,Esclerose Multipla,261450,PE,260410,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,261480,PE,261160,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,261485,PE,261160,PE,"Outro municipio, mesma UF",9
G35,Esclerose Multipla,261530,PE,261160,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,261550,PE,261160,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,261570,PE,261160,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,261580,PE,260410,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,261620,PE,261160,PE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,261640,PE,261160,PE,"Outro municipio, mesma UF",18
G35,Esclerose Multipla,270130,AL,270430,AL,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,270230,AL,270430,AL,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,270430,AL,270430,AL,Mesmo municipio,9
G35,Esclerose Multipla,270470,AL,270430,AL,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,270770,AL,270430,AL,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,270900,AL,270430,AL,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,270930,AL,270430,AL,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,280020,SE,280030,SE,"Outro municipio, mesma UF",9
G35,Esclerose Multipla,280030,SE,280030,SE,Mesmo municipio,238
G35,Esclerose Multipla,280030,SE,280480,SE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,280060,SE,280030,SE,"Outro municipio, mesma UF",11
G35,Esclerose Multipla,280100,SE,280030,SE,"Outro municipio, mesma UF",9
G35,Esclerose Multipla,280120,SE,280030,SE,"Outro municipio, mesma UF",11
G35,Esclerose Multipla,280130,SE,280030,SE,"Outro municipio, mesma UF",12
G35,Esclerose Multipla,280270,SE,280030,SE,"Outro municipio, mesma UF",11
G35,Esclerose Multipla,280290,SE,280030,SE,"Outro municipio, mesma UF",4
G35,Esclerose Multipla,280350,SE,280030,SE,"Outro municipio, mesma UF",31
G35,Esclerose Multipla,280350,SE,280350,SE,Mesmo municipio,2
G35,Esclerose Multipla,280445,SE,280030,SE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,280480,SE,280030,SE,"Outro municipio, mesma UF",81
G35,Esclerose Multipla,280550,SE,280030,SE,"Outro municipio, mesma UF",10
G35,Esclerose Multipla,280560,SE,280030,SE,"Outro municipio, mesma UF",7
G35,Esclerose Multipla,280580,SE,280030,SE,"Outro municipio, mesma UF",10
G35,Esclerose Multipla,280610,SE,280030,SE,"Outro municipio, mesma UF",10
G35,Esclerose Multipla,280620,SE,280030,SE,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,280660,SE,280030,SE,"Outro municipio, mesma UF",8
G35,Esclerose Multipla,280670,SE,280030,SE,"Outro municipio, mesma UF",11
G35,Esclerose Multipla,280670,SE,280670,SE,Mesmo municipio,1
G35,Esclerose Multipla,280710,SE,280030,SE,"Outro municipio, mesma UF",15
G35,Esclerose Multipla,280760,SE,280030,SE,"Outro municipio, mesma UF",11
G35,Esclerose Multipla,290010,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,290290,BA,293330,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,290350,BA,290350,BA,Mesmo municipio,1
G35,Esclerose Multipla,290380,BA,291920,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,290420,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,290490,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,290950,BA,292740,BA,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,290980,BA,292870,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,291020,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,291060,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,291070,BA,292740,BA,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,291072,BA,291072,BA,Mesmo municipio,1
G35,Esclerose Multipla,291080,BA,291080,BA,Mesmo municipio,1
G35,Esclerose Multipla,291170,BA,291170,BA,Mesmo municipio,2
G35,Esclerose Multipla,291210,BA,291210,BA,Mesmo municipio,1
G35,Esclerose Multipla,291230,BA,293330,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,291320,BA,291320,BA,Mesmo municipio,1
G35,Esclerose Multipla,291340,BA,290520,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,291370,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,291460,BA,291460,BA,Mesmo municipio,2
G35,Esclerose Multipla,291640,BA,291640,BA,Mesmo municipio,2
G35,Esclerose Multipla,291710,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,291840,BA,291840,BA,Mesmo municipio,5
G35,Esclerose Multipla,291870,BA,291800,BA,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,291920,BA,291920,BA,Mesmo municipio,1
G35,Esclerose Multipla,291920,BA,292740,BA,"Outro municipio, mesma UF",6
G35,Esclerose Multipla,291992,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,292000,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,292000,BA,293330,BA,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,292060,BA,292740,BA,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,292070,BA,431410,RS,Outra UF,1
G35,Esclerose Multipla,292100,BA,292740,BA,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,292120,BA,292120,BA,Mesmo municipio,1
G35,Esclerose Multipla,292120,BA,292740,BA,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,292150,BA,292150,BA,Mesmo municipio,1
G35,Esclerose Multipla,292150,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,292250,BA,292740,BA,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,292350,BA,291080,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,292400,BA,292400,BA,Mesmo municipio,2
G35,Esclerose Multipla,292400,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,292575,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,292580,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,292590,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,292740,BA,292740,BA,Mesmo municipio,36
G35,Esclerose Multipla,292800,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,292870,BA,292870,BA,Mesmo municipio,2
G35,Esclerose Multipla,292880,BA,292740,BA,"Outro municipio, mesma UF",2
G35,Esclerose Multipla,292910,BA,292870,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,293070,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,293105,BA,291170,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,293135,BA,293135,BA,Mesmo municipio,1
G35,Esclerose Multipla,293230,BA,291360,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,293270,BA,291360,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,293320,BA,292740,BA,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,293330,BA,293330,BA,Mesmo municipio,6
G35,Esclerose Multipla,310030,MG,310620,MG,"Outro municipio, mesma UF",7
G35,Esclerose Multipla,310160,MG,315250,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,310163,MG,310560,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,310170,MG,310620,MG,"Outro municipio, mesma UF",5
G35,Esclerose Multipla,310190,MG,310620,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,310190,MG,354340,SP,Outra UF,1
G35,Esclerose Multipla,310230,MG,310620,MG,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,310360,MG,313670,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,310400,MG,310400,MG,Mesmo municipio,9
G35,Esclerose Multipla,310400,MG,317010,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,310420,MG,310620,MG,"Outro municipio, mesma UF",8
G35,Esclerose Multipla,310430,MG,310160,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,310430,MG,310620,MG,"Outro municipio, mesma UF",3
G35,Esclerose Multipla,310445,MG,311230,MG,"Outro municipio, mesma UF",1
G35,Esclerose Multipla,310510,MG,310620,MG,"Outro municipio, mesma UF",11
G35,Esclerose Multipla,310520,MG,310620,MG,"Outro municipio, mesma UF",2
